Street #,Street Name,Street Type,Parcel #,Record #,Record Type,Status,Filed Date,Status Date,Description,Related Records,Balance,Created By
1935,10TH,AVE,021 026900501,SS111040,Soft Story,Expired,7/29/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
3203,14TH,AVE,022 037600800,SS111048,Soft Story,Expired,7/29/11,2/15/12,"Level 1 screening for a 2 story, 9 unit apt. bldg. w/parking below.",,0,
466,24TH,ST,008 067401201,SS111037,Soft Story,Expired,7/29/11,2/15/12,soft story level one screening,,0,
1835,28TH,AVE,025 073300901,SS111071,Soft Story,Expired,7/29/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
3806,39TH,AVE,030 192502800,SS111067,Soft Story,Expired,7/29/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
3814,39TH,AVE,030 192502700,SS111070,Soft Story,Expired,7/29/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
490,42ND,ST,013 109702501,SS111038,Soft Story,Expired,7/29/11,2/15/12,soft story level one screening,,0,
3419,69TH,AVE,037A275504400,SS111065,Soft Story,Expired,7/29/11,2/15/12,"Level 1 screening for a 2 story, 8 unit apt. bldg. w/parking below.",,0,
2250,96TH,AVE,046 547501901,SS111069,Soft Story,Expired,7/29/11,2/15/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2316,96TH,AVE,046 547502103,SS111068,Soft Story,Expired,7/29/11,2/15/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1836,9TH,AVE,021 023501602,SS111064,Soft Story,Expired,7/29/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,78.6,
669,ALMA,AVE,023 046600900,SS111063,Soft Story,Expired,7/29/11,2/15/12,LEVEL 2 SCREENING REQUIRED,,0,
263,ATHOL,AVE,021 022801100,SS111055,Soft Story,Expired,7/29/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
5300,BANCROFT,AVE,035 238801600,SS111066,Soft Story,Expired,7/29/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,78.6,
9316,BANCROFT,AVE,046 547302103,SS111073,Soft Story,Expired,7/29/11,2/15/12,PLEASE DISREGARD THIS APPLICATION - SEE SS111343,,0,
2268,E 15TH,ST,020 015901400,SS111061,Soft Story,Expired,7/29/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
2274,E 15TH,ST,020 015901300,SS111060,Soft Story,Expired,7/29/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
3007,E 15TH,ST,025 072000100,SS111044,Soft Story,Expired,7/29/11,2/15/12,soft story level one screening,,0,
350,EUCLID,AVE,010 078503900,SS111054,Soft Story,Expired,7/29/11,2/15/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL - CONCRETE PODIUM-STYLE CONSTRUCTION,,0,
2361,FRUITVALE,AVE,026 076600302,SS111036,Soft Story,Expired,7/29/11,2/15/12,soft story level one screening,,0,
3733,GRAND,AVE,010 083501000,SS111053,Soft Story,Expired,7/29/11,2/15/12,"Level 1 screening for a 2 story, 6 unit apt. bldg. w/parking below.",,0,
2369,HUMBOLDT,AVE,027 089600600,SS111034,Soft Story,Expired,7/29/11,2/15/12,level one screening soft story,,0,
2425,HUMBOLDT,AVE,027 089603702,SS111057,Soft Story,Expired,7/29/11,2/15/12,"Level 1 screening for a 2 story, 6 unit apt. bldg. w/parking below.",,0,
2425,HUMBOLDT,AVE,027 089603702,SS111058,Soft Story,Expired,7/29/11,2/15/12,"Level 1 screening for a 2 story, 7 unit apt. bldg. w/parking below.",,0,
2311,IVY,DR,022 033801200,SS111049,Soft Story,Expired,7/29/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
332,LENOX,AVE,010 077203000,SS111047,Soft Story,Expired,7/29/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
4065,LYON,AVE,032 207400500,SS111072,Soft Story,Expired,7/29/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
4100,LYON,AVE,032 206904400,SS111035,Soft Story,Expired,7/29/11,2/15/12,soft story level one screening,,0,
635,MACARTHUR,BLVD,023 042700400,SS111042,Soft Story,Expired,7/29/11,2/15/12,soft story level one screening,,0,
1285,MACARTHUR,BLVD,023 048101800,SS111052,Soft Story,Expired,7/29/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
2523,MASON,ST,038 317706401,SS111039,Soft Story,Expired,7/29/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
36,MOSS,AVE,010 081701900,SS111046,Soft Story,Expired,7/29/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
301,PERKINS,ST,010 077400801,SS111050,Soft Story,Expired,7/29/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
5471,TAFT,AVE,014 126204600,SS111051,Soft Story,Expired,7/29/11,2/15/12,"Level 1 screening for a 2 story, 6 unit apt. bldg. w/parking below.",,0,
6616,TELEGRAPH,AVE,016 142101700,SS111043,Soft Story,Expired,7/29/11,2/15/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
357,VERNON,ST,010 079101903,SS111045,Soft Story,Expired,7/29/11,2/15/12,soft story level one screening,,0,
333,WAYNE,AVE,022 030805800,SS111062,Soft Story,Expired,7/29/11,2/15/12,"Level 1 screening for a 2 story, 5 unit apt./condo bldg. w/ parking below.",,0.01,
336,WAYNE,AVE,022 030803500,SS111059,Soft Story,Expired,7/29/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
864,YORK,ST,011 084002100,SS111056,Soft Story,Expired,7/29/11,2/15/12,"Level 1 screening for a 3 story, 5 unit apt. bldg. w/parking below.",,0,
241,29TH,ST,010 080102000,SS111016,Soft Story,Expired,7/28/11,2/15/12,"Level 1 screening for a 3 story, 18 unit apt. bldg.w/parking below.",,0,
1518,4TH,AVE,020 017801700,SS111025,Soft Story,Expired,7/28/11,2/15/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2030,7TH,AVE,021 027201700,SS111017,Soft Story,Expired,7/28/11,2/15/12,"Level 1 screening for a 2 story, 5 unit apt. bldg. w/parking below.",,0,
2538,8TH,AVE,022 034101600,SS111033,Soft Story,Expired,7/28/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
420,BELLEVUE,AVE,010 077902001,SS111029,Soft Story,Expired,7/28/11,2/15/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
3055,CURRAN,AVE,027 086201602,SS111014,Soft Story,Expired,7/28/11,2/15/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
3050,DAVIS,ST,026 077001800,SS111020,Soft Story,Expired,7/28/11,2/15/12,"Level 1 screening for a 2 story, 5 unit apt. bldg. w/parking below.",,0,
1836,E 25TH,ST,022 035301602,SS111012,Soft Story,Expired,7/28/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
1907,E 30TH,ST,022 036702804,SS111010,Soft Story,Expired,7/28/11,2/15/12,soft story level screening,,0,
385,FAIRMOUNT,AVE,010 080801201,SS111023,Soft Story,Expired,7/28/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
239,FOOTHILL,BLVD,020 018000400,SS111018,Soft Story,Expired,7/28/11,2/15/12,"Level 1 screening for a 3 story, 6 unit apt. bldg. w/parking below.",,0,
323,HANOVER,AVE,022 030901400,SS111013,Soft Story,Expired,7/28/11,2/15/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
365,HANOVER,AVE,022 030900700,SS111019,Soft Story,Expired,7/28/11,2/15/12,"Level 1 screening for a 4 story, 24 unit apt.bldg. w/parking below.",,0,
2230,LAKESHORE,AVE,023 041401300,SS111028,Soft Story,Expired,7/28/11,2/15/12,"Level 1 screening for a 4 story, 8 unit apt. bldg. w/parking below.",,0.01,
2244,LAKESHORE,AVE,023 041401500,SS111009,Soft Story,Expired,7/28/11,2/15/12,soft story level one screening,,0,
255,MACARTHUR,BLVD,010 078500400,SS111022,Soft Story,Expired,7/28/11,2/15/12,LEVEL 2 SCREENING REQUIRED - SIGNIFICANT SLOPE,,0,
1448,MADISON,ST,008 063101201,SS111026,Soft Story,Expired,7/28/11,2/15/12,"Level 1 screening for 4 story, 40 unit apt. bldg. w/parking below.",,0,
3526,MEADOW,ST,032 210802504,SS111024,Soft Story,Expired,7/28/11,2/15/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
10778,PIPPIN,ST,045 525601803,SS111030,Soft Story,Expired,7/28/11,2/15/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
10786,PIPPIN,ST,045 525601802,SS111031,Soft Story,Expired,7/28/11,2/15/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
3080,RICHMOND,BLVD,010 080703601,SS111021,Soft Story,Expired,7/28/11,2/15/12,LEVEL 2 SCREENING REQUIRED - SIGNIFICANT SLOPE,,0,
4345,RILEA,WY,040A345705500,SS111015,Soft Story,Expired,7/28/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
181,SANTA ROSA,AVE,010 081703401,SS111032,Soft Story,Expired,7/28/11,2/15/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
6116,TELEGRAPH,AVE,016 139002101,SS111027,Soft Story,Expired,7/28/11,2/15/12,Soft-story screening - Level 1. Large plan attached.,,0,
485,WESLEY,AVE,023 041200303,SS111011,Soft Story,Expired,7/28/11,2/15/12,soft story level one story,,0,
2201,11TH,AVE,022 030200600,SS111001,Soft Story,Expired,7/27/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
3429,13TH,AVE,023 048101900,SS110995,Soft Story,Expired,7/27/11,2/15/12,EXEMPTED - HAS LESS THAN 5 RESIDENTIAL UNITS,,0,
396,38TH,ST,012 097802301,SS110989,Soft Story,Expired,7/27/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
1233,3RD,AVE,020 012700602,SS110990,Soft Story,Expired,7/27/11,2/15/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
433,41ST,ST,012 101103300,SS110999,Soft Story,Expired,7/27/11,2/15/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2345,92ND,AVE,046 548000813,SS110980,Soft Story,Expired,7/27/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
433,ADAMS,ST,010 079000203,SS110997,Soft Story,Expired,7/27/11,2/15/12,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
210,ATHOL,AVE,021 022403001,SS111004,Soft Story,Expired,7/27/11,2/15/12,"Level 1 screening for a 3 story, 18 unit apt. bldg.w/parking below.",,0,
321,ATHOL,AVE,022 030701000,SS110983,Soft Story,Expired,7/27/11,2/15/12,LEVEL 2 SCREENING REQUIRED - SIGNIFICANT SLOPE,,0,
9633,BIRCH,ST,046 544801000,SS110998,Soft Story,Expired,7/27/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
212,E 15TH,ST,020 018001001,SS111000,Soft Story,Expired,7/27/11,2/15/12,Soft-story screening - Exemption due to no garage nor commercial space at ground floor.,,0,
220,E 15TH,ST,020 018001001,SS111002,Soft Story,Expired,7/27/11,2/15/12,Soft-story screening - exemption due to no garage nor commercial space at ground floor.,,0,
837,E 15TH,ST,020 013700300,SS110988,Soft Story,Expired,7/27/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
6868,FOOTHILL,BLVD,039 329801502,SS110985,Soft Story,Expired,7/27/11,2/15/12,EXEMPTED - HAS LESS THAN 5 RESIDENTIAL UNITS,,0,
2303,IVY,DR,022 033801300,SS110981,Soft Story,Expired,7/27/11,2/15/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
255,JAYNE,AVE,010 078801300,SS110986,Soft Story,Expired,7/27/11,2/15/12,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
303,LEE,ST,010 077300800,SS111005,Soft Story,Expired,7/27/11,2/15/12,"Level 1 screening for a 4 story, 25 unit apt. bldg.w/parking below.",,0,
450,LEE,ST,010 077501600,SS110992,Soft Story,Expired,7/27/11,2/15/12,"Level 1 screening for a 3 story, 9 unit apt. bldg. w/parking below.",,0,
95,LINDA,AVE,012 098800701,SS110994,Soft Story,Expired,7/27/11,2/15/12,EXEMPTED - PREVIOUS RETROFIT UNDER PERMIT B0201498,,0,
4000,LYON,AVE,032 206901900,SS110987,Soft Story,Expired,7/27/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
229,MACARTHUR,BLVD,010 079000204,SS110996,Soft Story,Expired,7/27/11,2/15/12,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
7708,MACARTHUR,BLVD,040A341003400,SS110982,Soft Story,Expired,7/27/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
4040,MANILA,AVE,012 100000100,SS110979,Soft Story,Expired,7/27/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,78.6,
171,MONTECITO,AVE,010 076900701,SS111006,Soft Story,Expired,7/27/11,2/15/12,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
270,PERKINS,ST,010 078901601,SS110993,Soft Story,Expired,7/27/11,2/15/12,"Level 1 screening for a 4 story, 26 unit apt.bldg. w/parking below. Required level 2 registration/significant slope",,0,
3515,RHODA,AVE,029 099003500,SS110984,Soft Story,Expired,7/27/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
3408,RICHMOND,BLVD,010 080703900,SS111007,Soft Story,Expired,7/27/11,2/15/12,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
1734,WEBSTER,ST,008 062501500,SS111008,Soft Story,Expired,7/27/11,2/15/12,EXEMPTED - PREVIOUS RETROFIT 11/29/95,,0,
846,YORK,ST,011 084001900,SS110991,Soft Story,Expired,7/27/11,2/15/12,"Level 1 screening for 3 story, 5 unit apt. bldg. w/parking below.",,0,
500,ZORAH,ST,023 040601100,SS111003,Soft Story,Expired,7/27/11,2/15/12,"Level 1 screening for a 3 story, 13 unit apt. bldg.w/parking below.",,0,
370,BELMONT,ST,010 077700900,SS110976,Soft Story,Expired,7/26/11,2/15/12,Soft-story screening: exemption due to no garage nor storefront at ground floor.,,0,
3205,BROOKDALE,AVE,027 087001800,SS110972,Soft Story,Expired,7/26/11,2/15/12,SOFT STORY LEVEL ONE SCREENING,,0,
272,EUCLID,AVE,010 078505101,SS110970,Soft Story,Expired,7/26/11,2/15/12,soft story level one screening,,0,
2558,FRUITVALE,AVE,027 084401006,SS110974,Soft Story,Expired,7/26/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
4001,GREENWOOD,AVE,024 053201000,SS110975,Soft Story,Expired,7/26/11,2/15/12,Soft-story screening - Level 1.,,0,
5720,HARMON,AVE,038 324001700,SS110978,Soft Story,Expired,7/26/11,2/15/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2451,IVY,DR,022 033800401,SS110973,Soft Story,Expired,7/26/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
442,MERRITT,AVE,023 041301300,SS110971,Soft Story,Expired,7/26/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
450,MERRITT,AVE,023 041601001,SS110977,Soft Story,Expired,7/26/11,2/15/12,LEVEL 2 SCREENING REQUIRED - SIGNIFICANT SLOPE,,0,
1005,16TH,ST,,SS110969,Soft Story,Expired,7/25/11,2/15/12,EXEMPTED - HAS LESS THAN 5 RESIDENTIAL UNITS,,78.6,
2649,62ND,AVE,038 320000502,SS110944,Soft Story,Expired,7/25/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
118,ATHOL,AVE,021 022402100,SS110962,Soft Story,Expired,7/25/11,2/15/12,Soft-story screening - Level 1. Applicant will mail in a signed copy of Page 3.,,0,
427,AVON,ST,014 123301800,SS110941,Soft Story,Expired,7/25/11,2/15/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
4350,BROADWAY,,013 110802300,SS110957,Soft Story,Expired,7/25/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
5339,BROADWAY,,014 124800500,SS110966,Soft Story,Expired,7/25/11,2/15/12,EXEMTED - PREVIOUS RETROFIT UNDER PERMIT B9801804,,0,
3300,BROOKDALE,AVE,027 086902801,SS110968,Soft Story,Expired,7/25/11,2/15/12,Soft-story screening - Level 1.,,0,
490,CAPITAL,ST,023 041700101,SS110967,Soft Story,Expired,7/25/11,2/15/12,Soft-story screening - Level 1.,,0,
3667,DIMOND,AVE,029A130100101,SS110954,Soft Story,Expired,7/25/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
201,E 12TH,ST,019 002802003,SS110959,Soft Story,Expired,7/25/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
4633,FAIRFAX,AVE,036 242100500,SS110952,Soft Story,Expired,7/25/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
2833,FOOTHILL,BLVD,025 072600100,SS110961,Soft Story,Expired,7/25/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
2317,FRUITVALE,AVE,026 076500400,SS110965,Soft Story,Expired,7/25/11,2/15/12,EXEMPTED - PREVIOUS RETROFIT UNDER PERMIT B0101899,,0,
2290,HIGH,ST,032 204601300,SS110963,Soft Story,Expired,7/25/11,2/15/12,Soft-story screening - Level 1.,,0,
2500,IVY,DR,022 034001802,SS110956,Soft Story,Expired,7/25/11,2/15/12,LEVEL 2 SCREENING REQUIRED - SIGNIFICANT SLOPE,,0,
2501,IVY,DR,022 033700400,SS110964,Soft Story,Expired,7/25/11,2/15/12,EXEMPTED - PREVIOUS RETROFIT UNDER PERMIT B9703870,,0,
2600,IVY,DR,022 034002500,SS110958,Soft Story,Expired,7/25/11,2/15/12,LEVEL 2 SCREENING REQUIRED - SIGNIFICANT SLOPE,,0,
2609,IVY,DR,022 033901001,SS110955,Soft Story,Expired,7/25/11,2/15/12,LEVEL 2 SCREENING REQUIRED - SIGNIFICANT SLOPE,,0,
362,JAYNE,AVE,010 078702500,SS110942,Soft Story,Expired,7/25/11,2/15/12,Soft-story screening - Level 1,,0,
264,LEE,ST,010 078801401,SS110950,Soft Story,Expired,7/25/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
443,LEE,ST,010 077201000,SS110960,Soft Story,Expired,7/25/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
322,MONTE VISTA,AVE,012 092700600,SS110948,Soft Story,Expired,7/25/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
360,MONTE VISTA,AVE,012 092700300,SS110951,Soft Story,Expired,7/25/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
472,NEWTON,AVE,022 031002600,SS110947,Soft Story,Expired,7/25/11,2/15/12,LEVEL 2 SCREENING REQUIRED - SIGNIFICANT SLOPE,,0,
2282,PARK,BLVD,022 033801804,SS110953,Soft Story,Expired,7/25/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
2005,PLEASANT VALLEY,AVE,013 113512800,SS110943,Soft Story,Expired,7/25/11,2/15/12,Soft-story screening - Level 1,,0,
81,VERNON,ST,010 079501403,SS110949,Soft Story,Expired,7/25/11,2/15/12,LEVEL 1 SCREENING REQUIRED,,0,
250,WHITMORE,ST,013 113507500,SS110945,Soft Story,Expired,7/25/11,2/15/12,Soft-story screening - Level 1,,0,
288,WHITMORE,ST,013 113522200,SS110946,Soft Story,Expired,7/25/11,2/15/12,Soft-story screening - Level 1,,0,
5918,GENOA,ST,015 135301900,SS110938,Soft Story,Expired,7/22/11,2/15/12,"Level 1 screening for a 2 story, 12 unit apt. bldg.w/parking below.",,0,
2528,IVY,DR,022 034002100,SS110937,Soft Story,Expired,7/22/11,2/15/12,"Level 1 screening for a 2 story, 6 unit apt. bldg. w/parking below.",,0,
2538,IVY,DR,022 034002200,SS110936,Soft Story,Expired,7/22/11,2/15/12,"Level 1 screening for 2 story, 7 unit apt. bldg. w/parking below.",,0,
301,LESTER,AVE,021 022703302,SS110940,Soft Story,Expired,7/22/11,2/15/12,Soft-story screening - Level 1.,,0,
2425,MACARTHUR,BLVD,028 090602901,SS110935,Soft Story,Expired,7/22/11,2/15/12,Soft-story screening - Level 1.,,0,
4466,VIEW,PL,013 113406300,SS110939,Soft Story,Expired,7/22/11,2/15/12,"Level 1 screening for a 4 story,24 unit condo bldg.w/parking below.",,0,
1908,38TH,AVE,032 208702702,SS110932,Soft Story,Expired,7/21/11,2/2/12,level one soft story screening,,0,
3621,DIMOND,AVE,029A130100700,SS110934,Soft Story,Expired,7/21/11,2/2/12,"Level 1 screening for 2 story, 6 unit apt. bldg. w/parking below.",,0,
1809,FILBERT,ST,005 040801900,SS110931,Soft Story,Expired,7/21/11,2/2/12,soft story level one screening,,0,
3810,FOOTHILL,BLVD,032 208702703,SS110933,Soft Story,Expired,7/21/11,2/2/12,level one soft story screening,,0,
95,41ST,ST,012 099203200,SS110929,Soft Story,Expired,7/20/11,2/2/12,level one soft story screening,,0,
9332,E,ST,044 498402901,SS110928,Soft Story,Expired,7/20/11,2/2/12,"level one soft story screening 2 bldgs on same lot(9332 E St.,6 units,2 story;9336 E St., 6 units,2 story)",,0,
1946,FOOTHILL,BLVD,020 019801301,SS110927,Soft Story,Expired,7/20/11,2/2/12,soft story level one screening,,0,
9312,PEACH,ST,046 548002700,SS110930,Soft Story,Expired,7/20/11,2/2/12,"Level 1 screening for a 2 story, 8 unit apt. bldg. w/parking below.",,0,
1432,3RD,AVE,020 013201700,SS110919,Soft Story,Expired,7/19/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1636,3RD,AVE,020 018400100,SS110926,Soft Story,Expired,7/19/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
411,FAIRMOUNT,AVE,010 080800800,SS110922,Soft Story,Expired,7/19/11,2/2/12,LEVEL 1 SCREEING REQUIRED,,0,
2301,IVY,DR,022 033801400,SS110920,Soft Story,Expired,7/19/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
3700,MACARTHUR,BLVD,030 190701700,SS110923,Soft Story,Expired,7/19/11,2/2/12,Soft story screening - Level 1.,,0,
3186,MCKILLOP,RD,026 081004600,SS110921,Soft Story,Expired,7/19/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
360,VERNON,ST,010 079008900,SS110924,Soft Story,Expired,7/19/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
9825,WALNUT,ST,046 542800400,SS110918,Soft Story,Expired,7/19/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
2700,WEST,ST,009 069102401,SS110925,Soft Story,Expired,7/19/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
526,31ST,ST,009 071500900,SS110906,Soft Story,Expired,7/18/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1432,3RD,AVE,020 013201700,SS110912,Soft Story,Expired,7/18/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
2031,69TH,AVE,039 330400903,SS110914,Soft Story,Expired,7/18/11,2/2/12,"Level 1 screening for 2 story, 5 unit apt. bldg. w/parking below. (There is a SFD next door under same address on lot.)",,0,
1830,6TH,AVE,021 023201401,SS110903,Soft Story,Expired,7/18/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2424,7TH,AVE,022 034002800,SS110916,Soft Story,Expired,7/18/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
1843,8TH,AVE,021 023300400,SS110907,Soft Story,Expired,7/18/11,2/2/12,soft story level one screening,,0,
1748,9TH,AVE,020 021700100,SS110908,Soft Story,Expired,7/18/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
5012,BANCROFT,AVE,035 238601700,SS110915,Soft Story,Expired,7/18/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
3525,DIMOND,AVE,029A130101601,SS110905,Soft Story,Expired,7/18/11,2/2/12,soft story level one screening,,0,
764,KINGSTON,AVE,012 092800200,SS110911,Soft Story,Expired,7/18/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
3066,MACARTHUR,BLVD,028 093900502,SS110909,Soft Story,Expired,7/18/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
332,MONTE VISTA,AVE,012 092700500,SS110913,Soft Story,Expired,7/18/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
222,OAKLAND,AVE,010 079403101,SS110910,Soft Story,Expired,7/18/11,2/2/12,LEVEL 2 SCREENING REQUIRED - SIGNIFICANT SLOPE,,0,
3621,PATTERSON,AVE,030 191201100,SS110904,Soft Story,Expired,7/18/11,2/2/12,sofe story level one screening,,0,
3026,RICHMOND,BLVD,010 080600300,SS110917,Soft Story,Expired,7/18/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
256,29TH,ST,010 080300400,SS110902,Soft Story,Expired,7/16/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1630,35TH,AVE,033 212902400,SS110901,Soft Story,Expired,7/16/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2624,8TH,AVE,022 034102100,SS110897,Soft Story,Expired,7/16/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
4328,HOWE,ST,013 111602100,SS110899,Soft Story,Expired,7/16/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
312,LEE,ST,010 077402400,SS110898,Soft Story,Expired,7/16/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
350,NEWTON,AVE,022 030700100,SS110900,Soft Story,Expired,7/16/11,2/2/12,LEVEL 1 SCREENING REQUIRED,,0,
1931,12TH,AVE,021 026500800,SS110895,Soft Story,Expired,7/15/11,2/2/12,"Level 1 screening for 2 story, 10 unit apt. bldg.w/parking below.",,0,
456,40TH,ST,012 101101200,SS110893,Soft Story,Expired,7/15/11,2/2/12,Soft-story screening - Level 1.,,0,
225,41ST,ST,012 099600901,SS110892,Soft Story,Expired,7/15/11,2/2/12,Soft story screening - Level 1.,,0,
4630,PARK,BLVD,024 055203000,SS110896,Soft Story,Expired,7/15/11,2/2/12,"Level 1 screening for 2 story, 5 unit condo bldg. w/parking below.",,0,
406,VAN BUREN,AVE,010 078301500,SS110894,Soft Story,Expired,7/15/11,2/2/12,Type 1 screening for open front garage.,,0,
481,ALCATRAZ,AVE,016 139103700,SS110891,Soft Story,Expired,7/14/11,2/2/12,Soft-story screening - Level 1.,,0,
4138,HOWE,ST,012 099402100,SS110890,Soft Story,Expired,7/14/11,2/2/12,Soft story screening - Level 1.,,0,
2752,14TH,AVE,022 035402900,SS110889,Soft Story,Expired,7/12/11,2/2/12,EXEMPTED - HAS LESS THAN 5 RESIDENTIAL UNITS,,0,
4059,ALLENDALE,AVE,032 205808600,SS110882,Soft Story,Expired,7/12/11,2/2/12,Type 1 screening for open garage on the right side.,,0,
2151,E 24TH,ST,022 032602700,SS110888,Soft Story,Expired,7/12/11,2/2/12,Soft story exemption - does not have parking or commercial space on ground floor.,,0,
3573,GRAY,ST,032 211202101,SS110883,Soft Story,Expired,7/12/11,2/2/12,Type 1 screening for open front garage.,,0,
1029,OAK,ST,002 008500300,SS110886,Soft Story,Expired,7/12/11,2/2/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
468,STOW,AVE,022 030902200,SS110884,Soft Story,Expired,7/12/11,2/2/12,LEVEL 1 SCREENING REQUIRED - SIGNIFICANT SLOPE,,0,
